,result
41748,260
41749,42
41750,297
41751,28
41752,129
41753,42
41754,240
41755,221
41756,336
41757,70
41758,40
41759,15
41760,234
41761,48
41762,209
41763,65
41764,157
41765,55
41766,87
41767,149
41768,173
41769,6
41770,103
41771,195
41772,39
41773,66
41774,64
41775,157
41776,92
41777,254
41778,74
41779,43
41780,65
41781,167
41782,38
41783,257
41784,38
41785,233
41786,120
41787,53
41788,211
41789,30
41790,66
41791,109
41792,27
41793,12
41794,81
41795,27
41796,11
41797,201
41798,255
41799,159
41800,85
41801,28
41802,148
41803,320
41804,87
41805,80
41806,41
41807,73
41808,237
41809,52
41810,66
41811,207
41812,281
41813,61
41814,46
41815,289
41816,55
41817,72
41818,46
41819,257
41820,31
41821,109
41822,30
41823,69
41824,73
41825,143
41826,30
41827,137
41828,91
41829,94
41830,271
41831,162
41832,313
41833,225
41834,72
41835,120
41836,208
41837,73
41838,342
41839,127
41840,123
41841,140
41842,190
41843,36
41844,68
41845,213
41846,104
41847,37
41848,28
41849,90
41850,4
41851,174
41852,222
41853,7
41854,162
41855,19
41856,59
41857,75
41858,180
41859,196
41860,130
41861,67
41862,107
41863,17
41864,251
41865,186
41866,37
41867,169
41868,216
41869,105
41870,261
41871,48
41872,42
41873,136
41874,46
41875,25
41876,112
41877,6
41878,112
41879,83
41880,21
41881,197
41882,190
41883,54
41884,41
41885,5
41886,13
41887,81
41888,93
41889,326
41890,44
41891,175
41892,164
41893,41
41894,153
41895,62
41896,38
41897,78
41898,69
41899,134
41900,62
41901,197
41902,72
41903,66
41904,19
41905,84
41906,30
41907,205
41908,80
41909,119
41910,260
41911,4
41912,150
41913,221
41914,108
41915,248
41916,208
41917,29
41918,91
41919,34
41920,157
41921,64
41922,291
41923,87
41924,56
41925,197
41926,27
41927,31
41928,49
41929,136
41930,259
41931,9
41932,188
41933,102
41934,2
41935,69
41936,154
41937,39
41938,23
41939,66
41940,111
41941,83
41942,13
41943,201
41944,49
41945,186
41946,71
41947,137
41948,26
41949,293
41950,178
41951,83
41952,13
41953,155
41954,9
41955,45
41956,133
41957,211
41958,149
41959,86
41960,16
41961,41
41962,71
41963,68
41964,48
41965,123
41966,254
41967,92
41968,16
41969,23
41970,97
41971,67
41972,59
41973,60
41974,96
41975,38
41976,260
41977,146
41978,191
41979,151
41980,219
41981,183
41982,148
41983,12
41984,200
41985,109
41986,46
41987,69
41988,71
41989,9
41990,28
41991,168
41992,5
41993,119
41994,180
41995,236
41996,3
41997,58
41998,30
41999,119
42000,85
42001,125
42002,154
42003,201
42004,67
42005,76
42006,173
42007,52
42008,149
42009,90
42010,162
42011,219
42012,105
42013,32
42014,226
42015,240
42016,101
42017,138
42018,98
42019,17
42020,42
42021,191
42022,10
42023,52
42024,190
42025,118
42026,62
42027,95
42028,25
42029,352
42030,204
42031,78
42032,55
42033,73
42034,81
42035,52
42036,212
42037,74
42038,34
42039,256
42040,122
42041,118
42042,100
42043,140
42044,87
42045,80
42046,44
42047,74
42048,45
42049,274
42050,76
42051,89
42052,82
42053,21
42054,221
42055,27
42056,108
42057,212
42058,200
42059,33
42060,115
42061,84
42062,95
42063,220
42064,89
42065,152
42066,24
42067,14
42068,64
42069,61
42070,248
42071,95
42072,126
42073,56
42074,46
42075,35
42076,4
42077,104
42078,39
42079,72
42080,208
42081,57
42082,146
42083,39
42084,28
42085,219
42086,210
42087,202
42088,207
42089,39
42090,15
42091,24
42092,115
42093,117
42094,85
42095,235
42096,55
42097,105
42098,170
42099,44
42100,50
42101,19
42102,210
42103,184
42104,177
42105,108
42106,2
42107,25
42108,38
42109,43
42110,91
42111,19
42112,349
42113,49
42114,174
42115,8
42116,8
42117,205
42118,123
42119,133
42120,21
42121,147
42122,39
42123,18
42124,81
42125,78
42126,35
42127,17
42128,180
42129,77
42130,26
42131,134
42132,149
42133,135
42134,102
42135,122
42136,143
42137,12
42138,34
42139,198
42140,23
42141,122
42142,204
42143,32
42144,291
42145,5
42146,273
42147,7
42148,122
42149,181
42150,91
42151,114
42152,23
42153,164
42154,317
42155,120
42156,211
42157,105
42158,66
42159,238
42160,78
42161,265
42162,76
42163,71
42164,191
42165,228
42166,56
42167,104
42168,277
42169,11
42170,59
42171,5
42172,185
42173,210
42174,225
42175,109
42176,173
42177,34
42178,105
42179,186
42180,200
42181,18
42182,122
42183,22
42184,158
42185,6
42186,38
42187,183
42188,85
42189,102
42190,66
42191,60
42192,92
42193,199
42194,49
42195,36
42196,26
42197,51
42198,54
42199,287
42200,78
42201,89
42202,113
42203,25
42204,97
42205,211
42206,153
42207,88
42208,46
42209,30
42210,44
42211,21
42212,89
42213,68
42214,303
42215,67
42216,36
42217,199
42218,24
42219,227
42220,68
42221,212
42222,14
42223,36
42224,166
42225,177
42226,39
42227,388
42228,81
42229,223
42230,49
42231,229
42232,216
42233,25
42234,59
42235,93
42236,53
42237,26
42238,39
42239,150
42240,170
42241,72
42242,218
42243,40
42244,38
42245,66
42246,53
42247,56
42248,22
42249,8
42250,67
42251,55
42252,260
42253,1
42254,188
42255,78
42256,91
42257,9
42258,75
42259,67
42260,123
42261,78
42262,95
42263,295
42264,181
42265,100
42266,246
42267,15
42268,19
42269,98
42270,373
42271,31
42272,11
42273,46
42274,261
42275,166
42276,39
42277,108
42278,90
42279,52
42280,7
42281,396
42282,108
42283,141
42284,57
42285,82
42286,35
42287,36
42288,38
42289,258
42290,209
42291,210
42292,227
42293,145
42294,192
42295,193
42296,84
42297,177
42298,61
42299,51
42300,106
42301,152
42302,56
42303,227
42304,44
42305,72
42306,314
42307,61
42308,52
42309,194
42310,9
42311,57
42312,226
42313,99
42314,151
42315,15
42316,53
42317,10
42318,34
42319,280
42320,99
42321,39
42322,86
42323,83
42324,31
42325,96
42326,6
42327,83
42328,262
42329,36
42330,84
42331,165
42332,171
42333,136
42334,281
42335,55
42336,47
42337,120
42338,117
42339,394
42340,198
42341,76
42342,204
42343,230
42344,56
42345,95
42346,9
42347,96
42348,248
42349,81
42350,19
42351,214
42352,31
42353,186
42354,158
42355,61
42356,34
42357,38
42358,22
42359,164
42360,55
42361,325
42362,169
42363,42
42364,79
42365,14
42366,65
42367,30
42368,215
42369,63
42370,288
42371,100
42372,217
42373,24
42374,238
42375,163
42376,110
42377,62
42378,190
42379,6
42380,7
42381,57
42382,113
42383,70
42384,71
42385,250
42386,45
42387,131
42388,15
42389,17
42390,331
42391,39
42392,48
42393,134
42394,51
42395,128
42396,111
42397,154
42398,50
42399,189
42400,61
42401,72
42402,87
42403,4
42404,59
42405,161
42406,10
42407,222
42408,259
42409,196
42410,147
42411,279
42412,233
42413,8
42414,163
42415,289
42416,39
42417,90
42418,28
42419,90
42420,84
42421,5
42422,165
42423,17
42424,48
42425,25
42426,126
42427,116
42428,3
42429,200
42430,5
42431,118
42432,17
42433,178
42434,270
42435,147
42436,307
42437,194
42438,378
42439,1
42440,31
42441,195
42442,106
42443,190
42444,148
42445,101
42446,56
42447,32
42448,200
42449,26
42450,1
42451,15
42452,48
42453,61
42454,101
42455,122
42456,64
42457,147
42458,74
42459,154
42460,131
42461,151
42462,264
42463,163
42464,8
42465,126
42466,318
42467,234
42468,70
42469,286
42470,109
42471,146
42472,260
42473,72
42474,123
42475,12
42476,65
42477,153
42478,6
42479,19
42480,39
42481,207
42482,38
42483,150
42484,4
42485,24
42486,78
42487,121
42488,75
42489,23
42490,61
42491,93
42492,137
42493,108
42494,38
42495,140
42496,188
42497,161
42498,30
42499,92
42500,63
42501,23
42502,87
42503,22
42504,138
42505,83
42506,163
42507,36
42508,63
42509,208
42510,95
42511,214
42512,74
42513,78
42514,35
42515,147
42516,32
42517,104
42518,29
42519,74
42520,155
42521,39
42522,177
42523,64
42524,45
42525,43
42526,113
42527,39
42528,31
42529,329
42530,96
42531,68
42532,74
42533,178
42534,86
42535,163
42536,223
42537,150
42538,41
42539,187
42540,20
42541,44
42542,204
42543,97
42544,11
42545,227
42546,35
42547,99
42548,375
42549,38
42550,68
42551,102
42552,144
42553,234
42554,58
42555,29
42556,12
42557,270
42558,164
42559,112
42560,127
42561,27
42562,49
42563,15
42564,277
42565,194
42566,61
42567,106
42568,180
42569,165
42570,47
42571,89
42572,264
42573,43
42574,23
42575,36
42576,79
42577,39
42578,71
42579,206
42580,27
42581,108
42582,50
42583,101
42584,66
42585,316
42586,88
42587,175
42588,10
42589,131
42590,45
42591,42
42592,169
42593,75
42594,122
42595,114
42596,48
42597,82
42598,54
42599,83
42600,73
42601,242
42602,84
42603,3
42604,214
42605,43
42606,160
42607,21
42608,59
42609,209
42610,42
42611,280
42612,79
42613,125
42614,51
42615,391
42616,354
42617,151
42618,308
42619,70
42620,79
42621,64
42622,90
42623,10
42624,63
42625,98
42626,166
42627,44
42628,65
42629,43
42630,219
42631,157
42632,135
42633,143
42634,90
42635,85
42636,134
42637,83
42638,269
42639,80
42640,202
42641,166
42642,156
42643,229
42644,84
42645,72
42646,4
42647,108
42648,20
42649,64
42650,137
42651,178
42652,38
42653,28
42654,216
42655,5
42656,220
42657,88
42658,353
42659,66
42660,108
42661,16
42662,40
42663,273
42664,7
42665,92
42666,139
42667,41
42668,187
42669,157
42670,180
42671,179
42672,196
42673,14
42674,182
42675,41
42676,117
42677,119
42678,58
42679,270
42680,58
42681,84
42682,51
42683,148
42684,149
42685,107
42686,124
42687,244
42688,53
42689,114
42690,233
42691,41
42692,73
42693,25
42694,131
42695,118
42696,157
42697,194
42698,135
42699,229
42700,137
42701,49
42702,22
42703,44
42704,72
42705,67
42706,4
42707,126
42708,190
42709,71
42710,68
42711,72
42712,188
42713,43
42714,44
42715,84
42716,147
42717,32
42718,12
42719,77
42720,188
42721,86
42722,50
42723,140
42724,79
42725,49
42726,50
42727,115
42728,264
42729,46
42730,64
42731,49
42732,133
42733,143
42734,126
42735,35
42736,88
42737,63
42738,219
42739,101
42740,236
42741,11
42742,68
42743,24
42744,40
42745,25
42746,232
42747,21
42748,125
42749,197
42750,113
42751,51
42752,239
42753,70
42754,37
42755,76
42756,44
42757,92
42758,68
42759,33
42760,54
42761,219
42762,55
42763,88
42764,166
42765,54
42766,179
42767,33
42768,64
42769,321
42770,58
42771,71
42772,58
42773,44
42774,237
42775,363
42776,6
42777,60
42778,60
42779,81
42780,62
42781,67
42782,227
42783,313
42784,187
42785,82
42786,32
42787,199
42788,37
42789,94
42790,28
42791,308
42792,27
42793,50
42794,49
42795,69
42796,52
42797,220
42798,48
42799,156
42800,326
42801,167
42802,35
42803,141
42804,303
42805,321
42806,57
42807,24
42808,98
42809,6
42810,262
42811,8
42812,62
42813,29
42814,101
42815,182
42816,88
42817,36
42818,113
42819,46
42820,344
42821,54
42822,80
42823,60
42824,40
42825,140
42826,59
42827,132
42828,165
42829,174
42830,78
42831,114
42832,84
42833,119
42834,47
42835,83
42836,112
42837,249
42838,242
42839,129
42840,91
42841,54
42842,174
42843,73
42844,152
42845,57
42846,88
42847,183
42848,90
42849,187
42850,96
42851,16
42852,13
42853,121
42854,73
42855,19
42856,130
42857,37
42858,314
42859,6
42860,64
42861,43
42862,96
42863,190
42864,62
42865,35
42866,254
42867,159
42868,50
42869,132
42870,228
42871,183
42872,135
42873,210
42874,35
42875,29
42876,41
42877,80
42878,126
42879,100
42880,38
42881,57
42882,1
42883,31
42884,162
42885,251
42886,36
42887,56
42888,77
42889,203
42890,109
42891,262
42892,88
42893,68
42894,15
42895,28
42896,108
42897,59
42898,56
42899,39
42900,105
42901,43
42902,280
42903,180
42904,40
42905,25
42906,62
42907,188
42908,305
42909,123
42910,261
42911,194
42912,38
42913,69
42914,207
42915,121
42916,288
42917,85
42918,9
42919,162
42920,295
42921,45
42922,28
42923,163
42924,121
42925,382
42926,281
42927,26
42928,77
42929,193
42930,85
42931,113
42932,163
42933,7
42934,262
42935,6
42936,52
42937,10
42938,4
42939,80
42940,65
42941,210
42942,146
42943,143
42944,82
42945,255
42946,6
42947,197
42948,115
42949,251
42950,196
42951,77
42952,81
42953,192
42954,90
42955,104
42956,47
42957,252
42958,17
42959,191
42960,158
42961,173
42962,107
42963,47
42964,57
42965,54
42966,213
42967,28
42968,109
42969,54
42970,336
42971,85
42972,49
42973,98
42974,169
42975,145
42976,235
42977,109
42978,242
42979,46
42980,9
42981,57
42982,45
42983,142
42984,100
42985,41
42986,148
42987,136
42988,10
42989,63
42990,235
42991,72
42992,196
42993,27
42994,78
42995,118
42996,55
42997,14
42998,91
42999,116
43000,53
43001,61
43002,151
43003,78
43004,190
43005,287
43006,33
43007,168
43008,40
43009,390
43010,57
43011,112
43012,29
43013,189
43014,94
43015,89
43016,141
43017,54
43018,203
43019,72
43020,62
43021,67
43022,242
43023,29
43024,44
43025,84
43026,72
43027,185
43028,114
43029,41
43030,125
43031,21
43032,154
43033,136
43034,36
43035,127
43036,111
43037,16
43038,314
43039,308
43040,58
43041,348
43042,139
43043,4
43044,64
43045,246
43046,129
43047,143
43048,101
43049,219
43050,292
43051,52
43052,70
43053,135
43054,34
43055,64
43056,25
43057,44
43058,48
43059,71
43060,17
43061,273
43062,81
43063,172
43064,76
43065,70
43066,3
43067,62
43068,46
43069,149
43070,260
43071,201
43072,173
43073,40
43074,105
43075,62
43076,195
43077,48
43078,118
43079,12
43080,6
43081,71
43082,167
43083,75
43084,169
43085,56
43086,48
43087,50
43088,43
43089,225
43090,9
43091,57
43092,215
43093,208
43094,17
43095,52
43096,53
43097,128
43098,74
43099,205
43100,19
43101,176
43102,238
43103,33
43104,310
43105,28
43106,118
43107,65
43108,269
43109,46
43110,15
43111,6
43112,41
43113,84
43114,81
43115,39
43116,37
43117,106
43118,126
43119,11
43120,24
43121,249
43122,52
43123,31
43124,157
43125,77
43126,7
43127,97
43128,58
43129,138
43130,127
43131,74
43132,262
43133,92
43134,22
43135,74
43136,13
43137,67
43138,231
43139,260
43140,131
43141,167
43142,26
43143,60
43144,157
43145,85
43146,226
43147,58
43148,26
43149,270
43150,95
43151,1
43152,160
43153,194
43154,263
43155,108
43156,129
43157,41
43158,43
43159,421
43160,161
43161,62
43162,56
43163,177
43164,290
43165,86
43166,69
43167,167
43168,33
43169,225
43170,91
43171,202
43172,127
43173,206
43174,257
43175,48
43176,20
43177,257
43178,175
43179,65
43180,61
43181,294
43182,18
43183,62
43184,44
43185,158
43186,17
43187,32
43188,259
43189,370
43190,198
43191,192
43192,178
43193,60
43194,128
43195,204
43196,37
43197,134
43198,29
43199,248
43200,38
43201,108
43202,36
43203,47
43204,41
43205,90
43206,178
43207,29
43208,101
43209,250
43210,69
43211,99
43212,183
43213,125
43214,47
43215,20
43216,183
43217,68
43218,9
43219,5
43220,175
43221,14
43222,73
43223,67
43224,38
43225,52
43226,278
43227,261
43228,101
43229,217
43230,143
43231,254
43232,56
43233,25
43234,48
43235,93
43236,20
43237,75
43238,40
43239,22
43240,102
43241,11
43242,36
43243,5
43244,62
43245,199
43246,5
43247,42
43248,238
43249,41
43250,79
43251,44
43252,43
43253,199
43254,100
43255,65
43256,43
43257,36
43258,150
43259,30
43260,58
43261,51
43262,307
43263,225
43264,19
43265,37
43266,156
43267,56
43268,213
43269,20
43270,58
43271,152
43272,327
43273,3
43274,2
43275,208
43276,85
43277,215
43278,84
43279,350
43280,375
43281,349
43282,131
43283,308
43284,24
43285,64
43286,221
43287,208
43288,173
43289,217
43290,63
43291,44
43292,71
43293,19
43294,112
43295,94
43296,50
43297,188
43298,151
43299,134
43300,89
43301,126
43302,28
43303,127
43304,56
43305,114
43306,86
43307,117
43308,214
43309,49
43310,37
43311,206
43312,44
43313,31
43314,368
43315,125
43316,143
43317,65
43318,84
43319,79
43320,136
43321,77
43322,64
43323,183
43324,87
43325,179
43326,120
43327,8
43328,100
43329,4
43330,132
43331,86
43332,137
43333,130
43334,39
43335,25
43336,40
43337,155
43338,171
43339,224
43340,223
43341,22
43342,213
43343,24
43344,11
43345,137
43346,127
43347,75
43348,189
43349,124
43350,47
43351,11
43352,48
43353,76
43354,5
43355,86
43356,130
43357,325
43358,152
43359,173
43360,25
43361,16
43362,62
43363,22
43364,30
43365,29
43366,123
43367,179
43368,179
43369,109
43370,25
43371,84
43372,55
43373,212
43374,135
43375,52
43376,114
43377,265
43378,29
43379,143
43380,40
43381,154
43382,96
43383,36
43384,210
43385,28
43386,105
43387,47
43388,168
43389,60
43390,8
43391,223
43392,10
43393,234
43394,120
43395,224
43396,44
43397,226
43398,214
43399,70
43400,56
43401,155
43402,80
43403,56
43404,2
43405,105
43406,42
43407,104
43408,48
43409,99
43410,310
43411,3
43412,350
43413,70
43414,40
43415,16
43416,66
43417,76
43418,63
43419,102
43420,163
43421,194
43422,51
43423,26
43424,154
43425,203
43426,81
43427,346
43428,157
43429,6
43430,88
43431,13
43432,27
43433,9
43434,26
43435,101
43436,5
43437,110
43438,140
43439,220
43440,204
43441,177
43442,33
43443,202
43444,81
43445,69
43446,97
43447,165
43448,274
43449,158
43450,20
43451,175
43452,279
43453,137
43454,266
43455,245
43456,286
43457,216
43458,106
43459,180
43460,179
43461,86
43462,315
43463,71
43464,23
43465,52
43466,226
43467,82
43468,57
43469,67
43470,17
43471,24
43472,335
43473,138
43474,247
43475,34
43476,21
43477,94
43478,74
43479,2
43480,104
43481,66
43482,50
43483,168
43484,22
43485,46
43486,52
43487,125
43488,68
43489,70
43490,49
43491,49
43492,226
43493,40
43494,94
43495,111
43496,28
43497,40
43498,46
43499,26
43500,48
43501,21
43502,49
43503,28
43504,197
43505,35
43506,87
43507,20
43508,59
43509,15
43510,189
43511,321
43512,99
43513,20
43514,98
43515,63
43516,77
43517,352
43518,128
43519,55
43520,121
43521,8
43522,251
43523,86
43524,82
43525,50
43526,38
43527,24
43528,51
43529,41
43530,314
43531,24
43532,45
43533,52
43534,66
43535,7
43536,104
43537,33
43538,264
43539,61
43540,253
43541,91
43542,82
43543,33
43544,24
43545,52
43546,35
43547,138
43548,28
43549,138
43550,120
43551,10
43552,184
43553,37
43554,265
43555,7
43556,82
43557,22
43558,42
43559,223
43560,151
43561,7
43562,39
43563,194
43564,49
43565,112
43566,257
43567,183
43568,180
43569,194
43570,7
43571,53
43572,48
43573,81
43574,78
43575,249
43576,2
43577,55
43578,14
43579,51
43580,14
43581,29
43582,129
43583,34
43584,68
43585,7
43586,66
43587,42
43588,17
43589,65
43590,149
43591,139
43592,56
43593,122
43594,30
43595,184
43596,125
43597,193
43598,148
43599,4
43600,38
43601,79
43602,192
43603,51
43604,58
43605,21
43606,176
43607,216
43608,175
43609,87
43610,38
43611,86
43612,28
43613,112
43614,129
43615,57
43616,128
43617,62
43618,143
43619,97
43620,239
43621,170
43622,63
43623,117
43624,185
43625,108
43626,14
43627,56
43628,65
43629,18
43630,162
43631,38
43632,38
43633,110
43634,46
43635,39
43636,23
43637,102
43638,72
43639,177
43640,116
43641,373
43642,68
43643,48
43644,65
43645,137
43646,62
43647,39
43648,15
43649,209
43650,155
43651,136
43652,43
43653,175
43654,14
43655,67
43656,34
43657,149
43658,70
43659,41
43660,44
43661,151
43662,61
43663,260
43664,51
43665,37
43666,189
43667,9
43668,89
43669,66
43670,80
43671,209
43672,15
43673,92
43674,41
43675,263
43676,78
43677,130
43678,344
43679,245
43680,136
43681,223
43682,180
43683,8
43684,10
43685,186
43686,99
43687,254
43688,96
43689,324
43690,244
43691,83
43692,111
43693,50
43694,34
43695,205
43696,127
43697,302
43698,63
43699,5
43700,32
43701,55
43702,43
43703,54
43704,54
43705,139
43706,98
43707,75
43708,99
43709,50
43710,30
43711,217
43712,58
43713,83
43714,71
43715,77
43716,112
43717,89
43718,65
43719,166
43720,17
43721,247
43722,226
43723,181
43724,98
43725,46
43726,118
43727,72
43728,141
43729,62
43730,95
43731,195
43732,118
43733,12
43734,136
